,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
16150,Indigo,6E-2026,Delhi,Morning,zero,Morning,Bangalore,Economy,2.92,31,4500
16151,Indigo,6E-5175,Delhi,Morning,zero,Afternoon,Bangalore,Economy,2.92,31,4500
16152,Indigo,6E-2188,Delhi,Afternoon,zero,Afternoon,Bangalore,Economy,2.92,31,4500
16153,Indigo,6E-654,Delhi,Evening,zero,Night,Bangalore,Economy,2.92,31,4500
16154,Indigo,6E-2131,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.92,31,4500
16155,Indigo,6E-2036,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.92,31,4500
16156,Indigo,6E-2028,Delhi,Afternoon,zero,Evening,Bangalore,Economy,3.0,31,4500
16157,GO_FIRST,G8-113,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.58,31,4501
16158,GO_FIRST,G8-119,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,31,4501
16159,GO_FIRST,G8-717,Delhi,Evening,one,Night,Bangalore,Economy,7.0,31,4508
16160,Vistara,UK-955,Delhi,Evening,one,Night,Bangalore,Economy,5.08,31,4896
16161,Vistara,UK-941,Delhi,Evening,one,Night,Bangalore,Economy,6.08,31,4896
16162,Vistara,UK-963,Delhi,Morning,one,Evening,Bangalore,Economy,8.92,31,4896
16163,Vistara,UK-943,Delhi,Early_Morning,one,Evening,Bangalore,Economy,10.25,31,4896
16164,Vistara,UK-963,Delhi,Morning,one,Evening,Bangalore,Economy,10.42,31,4896
16165,Vistara,UK-943,Delhi,Early_Morning,one,Evening,Bangalore,Economy,11.75,31,4896
16166,Vistara,UK-963,Delhi,Morning,one,Night,Bangalore,Economy,12.08,31,4896
16167,Vistara,UK-977,Delhi,Evening,one,Early_Morning,Bangalore,Economy,12.83,31,4896
16168,Vistara,UK-943,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.42,31,4896
16169,GO_FIRST,G8-145,Delhi,Early_Morning,one,Morning,Bangalore,Economy,4.75,31,4601
16170,Air_India,AI-473,Delhi,Evening,one,Evening,Bangalore,Economy,22.42,31,4728
16171,Vistara,UK-637,Delhi,Evening,one,Evening,Bangalore,Economy,25.08,31,5496
16172,AirAsia,I5-783,Delhi,Early_Morning,two_or_more,Afternoon,Bangalore,Economy,6.75,31,5220
16173,Air_India,AI-877,Delhi,Morning,one,Evening,Bangalore,Economy,6.08,31,5491
16174,Air_India,AI-465,Delhi,Evening,one,Evening,Bangalore,Economy,25.08,31,5504
16175,Air_India,AI-512,Delhi,Afternoon,one,Evening,Bangalore,Economy,27.75,31,5504
16176,GO_FIRST,G8-165,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,8.83,31,5610
16177,SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,31,5610
16178,Air_India,AI-764,Delhi,Evening,one,Late_Night,Bangalore,Economy,8.92,31,5624
16179,GO_FIRST,G8-133,Delhi,Afternoon,one,Night,Bangalore,Economy,6.92,31,5737
16180,Indigo,6E-221,Delhi,Night,one,Late_Night,Bangalore,Economy,5.25,31,5744
16181,Indigo,6E-967,Delhi,Evening,one,Late_Night,Bangalore,Economy,7.33,31,5777
16182,Air_India,AI-883,Delhi,Night,one,Night,Bangalore,Economy,24.5,31,6008
16183,Air_India,AI-762,Delhi,Night,one,Late_Night,Bangalore,Economy,5.58,31,6045
16184,SpiceJet,SG-8645,Delhi,Evening,one,Morning,Bangalore,Economy,16.67,31,6427
16185,SpiceJet,SG-8171,Delhi,Morning,one,Morning,Bangalore,Economy,21.0,31,6427
16186,Air_India,AI-459,Delhi,Early_Morning,one,Morning,Bangalore,Economy,5.92,31,6177
16187,Air_India,AI-467,Delhi,Evening,one,Morning,Bangalore,Economy,17.92,31,6177
16188,GO_FIRST,G8-7541,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,6.92,31,6297
16189,SpiceJet,SG-8411,Delhi,Evening,one,Morning,Bangalore,Economy,13.5,31,6427
16190,Air_India,AI-415,Delhi,Evening,one,Night,Bangalore,Economy,28.08,31,6463
16191,Air_India,AI-767,Delhi,Afternoon,one,Late_Night,Bangalore,Economy,13.67,31,6570
16192,GO_FIRST,G8-300,Delhi,Morning,one,Afternoon,Bangalore,Economy,6.5,31,6581
16193,Vistara,UK-741,Delhi,Morning,one,Evening,Bangalore,Economy,9.5,31,6963
16194,GO_FIRST,G8-101,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,6.83,31,6832
16195,Indigo,6E-788,Delhi,Afternoon,one,Night,Bangalore,Economy,9.83,31,6874
16196,GO_FIRST,G8-286,Delhi,Morning,one,Afternoon,Bangalore,Economy,4.33,31,6951
16197,Indigo,6E-7407,Delhi,Afternoon,one,Night,Bangalore,Economy,8.5,31,7089
16198,SpiceJet,SG-339,Delhi,Afternoon,one,Morning,Bangalore,Economy,19.83,31,7685
16199,Indigo,6E-2005,Delhi,Morning,one,Evening,Bangalore,Economy,7.92,31,7709
16200,Vistara,UK-847,Delhi,Morning,one,Afternoon,Bangalore,Economy,4.83,31,8248
16201,SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,31,8081
16202,GO_FIRST,G8-231,Delhi,Afternoon,one,Night,Bangalore,Economy,8.17,31,8376
16203,Air_India,AI-885,Delhi,Morning,one,Night,Bangalore,Economy,11.58,31,8790
16204,SpiceJet,SG-8946,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,31,9788
16205,Vistara,UK-899,Delhi,Afternoon,one,Evening,Bangalore,Economy,4.75,32,3357
16206,Vistara,UK-871,Delhi,Night,one,Morning,Bangalore,Economy,12.25,32,3357
16207,Vistara,UK-879,Delhi,Evening,one,Morning,Bangalore,Economy,15.17,32,3357
16208,Vistara,UK-899,Delhi,Afternoon,one,Morning,Bangalore,Economy,18.08,32,3357
16209,Vistara,UK-871,Delhi,Night,one,Evening,Bangalore,Economy,22.92,32,3357
16210,Vistara,UK-879,Delhi,Evening,one,Evening,Bangalore,Economy,25.83,32,3357
16211,AirAsia,I5-744,Delhi,Morning,one,Afternoon,Bangalore,Economy,5.25,32,3090
16212,AirAsia,I5-768,Delhi,Afternoon,one,Night,Bangalore,Economy,5.42,32,3090
16213,AirAsia,I5-713,Delhi,Evening,two_or_more,Night,Bangalore,Economy,7.0,32,3090
16214,AirAsia,I5-711,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,7.42,32,3090
16215,AirAsia,I5-710,Delhi,Morning,one,Evening,Bangalore,Economy,7.42,32,3090
16216,AirAsia,I5-550,Delhi,Evening,one,Late_Night,Bangalore,Economy,7.5,32,3090
16217,AirAsia,I5-548,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,7.58,32,3090
16218,AirAsia,I5-559,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,8.0,32,3090
16219,AirAsia,I5-787,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,8.17,32,3090
16220,AirAsia,I5-767,Delhi,Morning,one,Evening,Bangalore,Economy,8.25,32,3090
16221,AirAsia,I5-798,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,8.25,32,3090
16222,AirAsia,I5-775,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,8.58,32,3090
16223,AirAsia,I5-713,Delhi,Evening,two_or_more,Late_Night,Bangalore,Economy,8.75,32,3090
16224,AirAsia,I5-744,Delhi,Morning,one,Evening,Bangalore,Economy,9.92,32,3090
16225,AirAsia,I5-768,Delhi,Afternoon,one,Late_Night,Bangalore,Economy,10.0,32,3090
16226,AirAsia,I5-764,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,10.33,32,3090
16227,AirAsia,I5-798,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,10.58,32,3090
16228,AirAsia,I5-791,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,10.92,32,3090
16229,AirAsia,I5-775,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,10.92,32,3090
16230,AirAsia,I5-798,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,11.17,32,3090
16231,AirAsia,I5-548,Delhi,Early_Morning,one,Evening,Bangalore,Economy,11.5,32,3090
16232,AirAsia,I5-775,Delhi,Afternoon,two_or_more,Night,Bangalore,Economy,11.5,32,3090
16233,AirAsia,I5-710,Delhi,Morning,one,Night,Bangalore,Economy,11.58,32,3090
16234,AirAsia,I5-791,Delhi,Early_Morning,one,Evening,Bangalore,Economy,11.67,32,3090
16235,AirAsia,I5-711,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12.0,32,3090
16236,Indigo,6E-6205,Delhi,Afternoon,one,Evening,Bangalore,Economy,5.58,32,3127
16237,Indigo,6E-2331,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,6.58,32,3127
16238,Indigo,6E-6205,Delhi,Afternoon,one,Evening,Bangalore,Economy,6.67,32,3127
16239,Indigo,6E-6205,Delhi,Afternoon,one,Night,Bangalore,Economy,7.83,32,3127
16240,Indigo,6E-2005,Delhi,Morning,one,Evening,Bangalore,Economy,8.83,32,3127
16241,Indigo,6E-2005,Delhi,Morning,one,Evening,Bangalore,Economy,9.92,32,3127
16242,Indigo,6E-6205,Delhi,Afternoon,one,Night,Bangalore,Economy,9.92,32,3127
16243,Indigo,6E-221,Delhi,Night,one,Late_Night,Bangalore,Economy,5.25,32,3302
16244,Indigo,6E-2753,Delhi,Evening,one,Night,Bangalore,Economy,6.5,32,3302
16245,Indigo,6E-2343,Delhi,Late_Night,one,Morning,Bangalore,Economy,6.67,32,3302
16246,Indigo,6E-2753,Delhi,Evening,one,Late_Night,Bangalore,Economy,9.17,32,3302
16247,GO_FIRST,G8-7549,Delhi,Afternoon,one,Night,Bangalore,Economy,4.75,32,3568
16248,GO_FIRST,G8-7549,Delhi,Afternoon,one,Late_Night,Bangalore,Economy,8.58,32,3568
16249,SpiceJet,SG-8185,Delhi,Morning,one,Evening,Bangalore,Economy,7.33,32,3569
16250,SpiceJet,SG-8938,Delhi,Evening,one,Evening,Bangalore,Economy,23.08,32,3569
16251,Indigo,6E-2769,Delhi,Morning,one,Afternoon,Bangalore,Economy,6.25,32,3587
16252,Indigo,6E-186,Delhi,Afternoon,one,Night,Bangalore,Economy,7.42,32,3587
16253,Air_India,AI-839,Delhi,Night,one,Afternoon,Bangalore,Economy,16.92,32,3610
16254,Air_India,AI-544,Delhi,Evening,one,Afternoon,Bangalore,Economy,21.08,32,3610
16255,Air_India,AI-544,Delhi,Evening,one,Night,Bangalore,Economy,5.0,32,3621
16256,Air_India,AI-542,Delhi,Morning,one,Night,Bangalore,Economy,12.5,32,3621
16257,Air_India,AI-560,Delhi,Morning,one,Night,Bangalore,Economy,14.08,32,3621
16258,Air_India,AI-839,Delhi,Night,one,Night,Bangalore,Economy,24.83,32,3621
16259,SpiceJet,SG-8207,Delhi,Evening,one,Morning,Bangalore,Economy,14.75,32,3663
16260,Vistara,UK-975,Delhi,Early_Morning,one,Morning,Bangalore,Economy,5.0,32,4272
16261,Vistara,UK-981,Delhi,Night,one,Early_Morning,Bangalore,Economy,10.17,32,4272
16262,Vistara,UK-953,Delhi,Night,one,Early_Morning,Bangalore,Economy,11.17,32,4272
16263,Vistara,UK-981,Delhi,Night,one,Morning,Bangalore,Economy,11.17,32,4272
16264,Vistara,UK-975,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12.0,32,4272
16265,Vistara,UK-953,Delhi,Night,one,Morning,Bangalore,Economy,12.17,32,4272
16266,Vistara,UK-981,Delhi,Night,one,Morning,Bangalore,Economy,13.08,32,4272
16267,Air_India,AI-803,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.75,32,4007
16268,Air_India,AI-502,Delhi,Afternoon,zero,Evening,Bangalore,Economy,2.75,32,4007
16269,Indigo,6E-2249,Delhi,Early_Morning,one,Morning,Bangalore,Economy,5.08,32,4007
16270,Indigo,6E-967,Delhi,Evening,one,Night,Bangalore,Economy,5.08,32,4007
16271,Indigo,6E-2373,Delhi,Afternoon,one,Evening,Bangalore,Economy,5.17,32,4007
16272,Indigo,6E-152,Delhi,Morning,one,Evening,Bangalore,Economy,6.42,32,4007
16273,Indigo,6E-7403,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,7.17,32,4007
16274,Indigo,6E-967,Delhi,Evening,one,Late_Night,Bangalore,Economy,7.33,32,4007
16275,Indigo,6E-2247,Delhi,Morning,one,Evening,Bangalore,Economy,7.5,32,4007
16276,Indigo,6E-2338,Delhi,Afternoon,one,Night,Bangalore,Economy,8.33,32,4007
16277,Indigo,6E-7407,Delhi,Afternoon,one,Night,Bangalore,Economy,8.5,32,4007
16278,Indigo,6E-2247,Delhi,Morning,one,Evening,Bangalore,Economy,8.58,32,4007
16279,Indigo,6E-198,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,9.08,32,4007
16280,Indigo,6E-2247,Delhi,Morning,one,Night,Bangalore,Economy,9.75,32,4007
16281,Indigo,6E-2616,Delhi,Night,one,Morning,Bangalore,Economy,9.75,32,4007
16282,Indigo,6E-788,Delhi,Afternoon,one,Night,Bangalore,Economy,9.83,32,4007
16283,Indigo,6E-369,Delhi,Night,one,Early_Morning,Bangalore,Economy,10.0,32,4007
16284,AirAsia,I5-783,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,6.75,32,4019
16285,AirAsia,I5-792,Delhi,Afternoon,one,Late_Night,Bangalore,Economy,11.58,32,4019
16286,AirAsia,I5-783,Delhi,Early_Morning,one,Evening,Bangalore,Economy,11.92,32,4019
16287,AirAsia,I5-792,Delhi,Afternoon,one,Late_Night,Bangalore,Economy,12.0,32,4019
16288,GO_FIRST,G8-336,Delhi,Afternoon,one,Evening,Bangalore,Economy,5.33,32,4020
16289,GO_FIRST,G8-2501,Delhi,Late_Night,one,Early_Morning,Bangalore,Economy,5.67,32,4020
16290,GO_FIRST,G8-338,Delhi,Morning,one,Evening,Bangalore,Economy,5.67,32,4020
16291,GO_FIRST,G8-7535,Delhi,Evening,one,Night,Bangalore,Economy,5.75,32,4020
16292,GO_FIRST,G8-323,Delhi,Evening,one,Late_Night,Bangalore,Economy,5.75,32,4020
16293,GO_FIRST,G8-334,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,6.17,32,4020
16294,GO_FIRST,G8-7533,Delhi,Afternoon,one,Evening,Bangalore,Economy,6.17,32,4020
16295,GO_FIRST,G8-530,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,7.17,32,4020
16296,GO_FIRST,G8-7534,Delhi,Afternoon,one,Night,Bangalore,Economy,7.25,32,4020
16297,GO_FIRST,G8-7535,Delhi,Evening,one,Late_Night,Bangalore,Economy,7.58,32,4020
16298,GO_FIRST,G8-392,Delhi,Afternoon,one,Night,Bangalore,Economy,7.75,32,4020
16299,GO_FIRST,G8-334,Delhi,Early_Morning,one,Evening,Bangalore,Economy,8.17,32,4020
16300,GO_FIRST,G8-336,Delhi,Afternoon,one,Night,Bangalore,Economy,8.42,32,4020
16301,GO_FIRST,G8-7534,Delhi,Afternoon,one,Late_Night,Bangalore,Economy,9.08,32,4020
16302,GO_FIRST,G8-530,Delhi,Early_Morning,one,Evening,Bangalore,Economy,9.17,32,4020
16303,GO_FIRST,G8-354,Delhi,Night,one,Early_Morning,Bangalore,Economy,9.17,32,4020
16304,Indigo,6E-2005,Delhi,Morning,one,Evening,Bangalore,Economy,7.92,32,4060
16305,Vistara,UK-807,Delhi,Night,zero,Night,Bangalore,Economy,2.67,32,4501
16306,Vistara,UK-811,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.75,32,4501
16307,Vistara,UK-815,Delhi,Morning,zero,Morning,Bangalore,Economy,2.75,32,4501
16308,Vistara,UK-801,Delhi,Morning,zero,Morning,Bangalore,Economy,2.75,32,4501
16309,Vistara,UK-819,Delhi,Afternoon,zero,Evening,Bangalore,Economy,2.75,32,4501
16310,Vistara,UK-817,Delhi,Evening,zero,Evening,Bangalore,Economy,2.75,32,4501
16311,Vistara,UK-813,Delhi,Evening,zero,Night,Bangalore,Economy,2.83,32,4501
16312,Vistara,UK-809,Delhi,Evening,zero,Night,Bangalore,Economy,2.83,32,4501
16313,Vistara,UK-993,Delhi,Afternoon,one,Evening,Bangalore,Economy,4.92,32,4496
16314,Vistara,UK-951,Delhi,Afternoon,one,Evening,Bangalore,Economy,4.92,32,4496
16315,Vistara,UK-933,Delhi,Afternoon,one,Night,Bangalore,Economy,5.42,32,4496
16316,Vistara,UK-945,Delhi,Morning,one,Evening,Bangalore,Economy,6.08,32,4496
16317,Vistara,UK-993,Delhi,Afternoon,one,Evening,Bangalore,Economy,6.42,32,4496
16318,Vistara,UK-951,Delhi,Afternoon,one,Night,Bangalore,Economy,6.58,32,4496
16319,Vistara,UK-933,Delhi,Afternoon,one,Night,Bangalore,Economy,7.33,32,4496
16320,Vistara,UK-995,Delhi,Morning,one,Evening,Bangalore,Economy,7.42,32,4496
16321,Vistara,UK-945,Delhi,Morning,one,Evening,Bangalore,Economy,7.58,32,4496
16322,Vistara,UK-993,Delhi,Afternoon,one,Night,Bangalore,Economy,8.08,32,4496
16323,Vistara,UK-927,Delhi,Morning,one,Evening,Bangalore,Economy,8.25,32,4496
16324,Vistara,UK-951,Delhi,Afternoon,one,Night,Bangalore,Economy,8.5,32,4496
16325,Vistara,UK-995,Delhi,Morning,one,Evening,Bangalore,Economy,8.92,32,4496
16326,Vistara,UK-945,Delhi,Morning,one,Night,Bangalore,Economy,9.25,32,4496
16327,Vistara,UK-927,Delhi,Morning,one,Evening,Bangalore,Economy,9.75,32,4496
16328,Vistara,UK-993,Delhi,Afternoon,one,Night,Bangalore,Economy,10.0,32,4496
16329,Vistara,UK-995,Delhi,Morning,one,Night,Bangalore,Economy,10.58,32,4496
16330,Vistara,UK-945,Delhi,Morning,one,Night,Bangalore,Economy,11.17,32,4496
16331,Vistara,UK-927,Delhi,Morning,one,Night,Bangalore,Economy,11.42,32,4496
16332,Vistara,UK-985,Delhi,Evening,one,Early_Morning,Bangalore,Economy,12.0,32,4496
16333,Vistara,UK-995,Delhi,Morning,one,Night,Bangalore,Economy,12.5,32,4496
16334,Vistara,UK-985,Delhi,Evening,one,Morning,Bangalore,Economy,13.0,32,4496
16335,Vistara,UK-927,Delhi,Morning,one,Night,Bangalore,Economy,13.33,32,4496
16336,GO_FIRST,G8-171,Delhi,Evening,one,Late_Night,Bangalore,Economy,5.75,32,4205
16337,GO_FIRST,G8-173,Delhi,Morning,one,Evening,Bangalore,Economy,6.83,32,4205
16338,GO_FIRST,G8-275,Delhi,Evening,one,Late_Night,Bangalore,Economy,7.08,32,4205
16339,GO_FIRST,G8-2513,Delhi,Evening,one,Late_Night,Bangalore,Economy,7.5,32,4205
16340,GO_FIRST,G8-171,Delhi,Evening,one,Late_Night,Bangalore,Economy,8.67,32,4205
16341,Air_India,AI-865,Delhi,Morning,one,Evening,Bangalore,Economy,7.83,32,4230
16342,Air_India,AI-678,Delhi,Morning,one,Evening,Bangalore,Economy,9.5,32,4230
16343,Air_India,AI-665,Delhi,Early_Morning,one,Evening,Bangalore,Economy,10.5,32,4230
16344,Air_India,AI-887,Delhi,Early_Morning,one,Evening,Bangalore,Economy,11.5,32,4230
16345,Air_India,AI-805,Delhi,Evening,one,Morning,Bangalore,Economy,15.17,32,4230
16346,Air_India,AI-624,Delhi,Evening,one,Morning,Bangalore,Economy,16.17,32,4230
16347,Air_India,AI-868,Delhi,Evening,one,Morning,Bangalore,Economy,17.17,32,4230
16348,Air_India,AI-441,Delhi,Evening,one,Morning,Bangalore,Economy,17.33,32,4230
16349,Air_India,AI-636,Delhi,Afternoon,one,Morning,Bangalore,Economy,20.67,32,4230
16350,Air_India,AI-805,Delhi,Evening,one,Evening,Bangalore,Economy,22.5,32,4230
16351,Air_India,AI-624,Delhi,Evening,one,Evening,Bangalore,Economy,23.5,32,4230
16352,Air_India,AI-868,Delhi,Evening,one,Evening,Bangalore,Economy,24.5,32,4230
16353,Air_India,AI-441,Delhi,Evening,one,Evening,Bangalore,Economy,24.67,32,4230
16354,Air_India,AI-636,Delhi,Afternoon,one,Evening,Bangalore,Economy,28.0,32,4230
16355,Air_India,AI-506,Delhi,Morning,zero,Afternoon,Bangalore,Economy,2.75,32,4427
16356,Air_India,AI-807,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,32,4427
16357,Air_India,AI-504,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.92,32,4427
16358,AirAsia,I5-792,Delhi,Afternoon,one,Night,Bangalore,Economy,10.92,32,4469
16359,Air_India,AI-811,Delhi,Evening,one,Night,Bangalore,Economy,27.25,32,4469
16360,Air_India,AI-9843,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,6.75,32,4480
16361,AirAsia,I5-740,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.67,32,4499
16362,AirAsia,I5-784,Delhi,Evening,zero,Evening,Bangalore,Economy,2.67,32,4499
16363,AirAsia,I5-747,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,32,4499
16364,AirAsia,I5-1529,Delhi,Morning,zero,Afternoon,Bangalore,Economy,2.83,32,4499
16365,AirAsia,I5-721,Delhi,Night,zero,Night,Bangalore,Economy,2.83,32,4499
16366,SpiceJet,SG-191,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.5,32,4500
16367,Indigo,6E-2336,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.67,32,4500
16368,SpiceJet,SG-143,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,32,4500
16369,SpiceJet,SG-534,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.75,32,4500
16370,Indigo,6E-2082,Delhi,Evening,zero,Night,Bangalore,Economy,2.83,32,4500
16371,Indigo,6E-6233,Delhi,Late_Night,zero,Early_Morning,Bangalore,Economy,2.92,32,4500
16372,Indigo,6E-772,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.92,32,4500
16373,Indigo,6E-2026,Delhi,Morning,zero,Morning,Bangalore,Economy,2.92,32,4500
16374,Indigo,6E-5175,Delhi,Morning,zero,Afternoon,Bangalore,Economy,2.92,32,4500
16375,Indigo,6E-2188,Delhi,Afternoon,zero,Afternoon,Bangalore,Economy,2.92,32,4500
16376,Indigo,6E-654,Delhi,Evening,zero,Night,Bangalore,Economy,2.92,32,4500
16377,Indigo,6E-2131,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.92,32,4500
16378,Indigo,6E-2036,Delhi,Night,zero,Late_Night,Bangalore,Economy,2.92,32,4500
16379,Indigo,6E-2028,Delhi,Afternoon,zero,Evening,Bangalore,Economy,3.0,32,4500
16380,GO_FIRST,G8-113,Delhi,Early_Morning,zero,Morning,Bangalore,Economy,2.58,32,4501
16381,GO_FIRST,G8-119,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,32,4501
16382,GO_FIRST,G8-717,Delhi,Evening,one,Night,Bangalore,Economy,7.0,32,4508
16383,Indigo,6E-2348,Delhi,Evening,one,Late_Night,Bangalore,Economy,5.58,32,4514
16384,Vistara,UK-955,Delhi,Evening,one,Night,Bangalore,Economy,5.08,32,4896
16385,Vistara,UK-941,Delhi,Evening,one,Night,Bangalore,Economy,6.08,32,4896
16386,Vistara,UK-963,Delhi,Morning,one,Evening,Bangalore,Economy,8.92,32,4896
16387,Vistara,UK-963,Delhi,Morning,one,Evening,Bangalore,Economy,10.42,32,4896
16388,Vistara,UK-963,Delhi,Morning,one,Night,Bangalore,Economy,12.08,32,4896
16389,Vistara,UK-977,Delhi,Evening,one,Early_Morning,Bangalore,Economy,12.83,32,4896
16390,GO_FIRST,G8-145,Delhi,Early_Morning,one,Morning,Bangalore,Economy,4.75,32,4601
16391,Air_India,AI-423,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12.25,32,4728
16392,Air_India,AI-473,Delhi,Evening,one,Afternoon,Bangalore,Economy,19.67,32,4728
16393,Vistara,UK-943,Delhi,Early_Morning,one,Evening,Bangalore,Economy,10.25,32,5106
16394,Vistara,UK-943,Delhi,Early_Morning,one,Evening,Bangalore,Economy,11.75,32,5106
16395,Vistara,UK-637,Delhi,Evening,one,Evening,Bangalore,Economy,25.08,32,5496
16396,Air_India,AI-465,Delhi,Evening,one,Afternoon,Bangalore,Economy,23.17,32,5504
16397,Air_India,AI-512,Delhi,Afternoon,one,Afternoon,Bangalore,Economy,25.83,32,5504
16398,SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Bangalore,Economy,13.92,32,5610
16399,Air_India,AI-877,Delhi,Morning,one,Evening,Bangalore,Economy,6.08,32,5704
16400,Air_India,AI-877,Delhi,Morning,one,Afternoon,Bangalore,Economy,27.33,32,5704
16401,Air_India,AI-415,Delhi,Evening,one,Evening,Bangalore,Economy,26.42,32,5938
16402,Air_India,AI-423,Delhi,Early_Morning,one,Night,Bangalore,Economy,16.0,32,5946
16403,Air_India,AI-883,Delhi,Night,one,Night,Bangalore,Economy,24.5,32,6008
16404,SpiceJet,SG-8645,Delhi,Evening,one,Morning,Bangalore,Economy,16.67,32,6427
16405,SpiceJet,SG-8171,Delhi,Morning,one,Morning,Bangalore,Economy,21.0,32,6427
16406,Air_India,AI-459,Delhi,Early_Morning,one,Morning,Bangalore,Economy,5.67,32,6177
16407,Air_India,AI-467,Delhi,Evening,one,Morning,Bangalore,Economy,17.92,32,6177
16408,GO_FIRST,G8-7541,Delhi,Early_Morning,one,Evening,Bangalore,Economy,8.17,32,6297
16409,Air_India,AI-767,Delhi,Afternoon,one,Night,Bangalore,Economy,8.67,32,6367
16410,Air_India,AI-401,Delhi,Early_Morning,one,Night,Bangalore,Economy,14.0,32,6367
16411,SpiceJet,SG-8411,Delhi,Evening,one,Morning,Bangalore,Economy,13.5,32,6427
16412,Air_India,AI-409,Delhi,Morning,one,Night,Bangalore,Economy,10.25,32,6463
16413,Vistara,UK-741,Delhi,Morning,one,Evening,Bangalore,Economy,9.5,32,6963
16414,Vistara,UK-847,Delhi,Morning,one,Afternoon,Bangalore,Economy,4.83,32,7125
16415,GO_FIRST,G8-101,Delhi,Early_Morning,one,Morning,Bangalore,Economy,6.0,32,6832
16416,GO_FIRST,G8-2511,Delhi,Morning,one,Evening,Bangalore,Economy,5.42,32,6919
16417,GO_FIRST,G8-133,Delhi,Afternoon,one,Night,Bangalore,Economy,6.08,32,6919
16418,GO_FIRST,G8-143,Delhi,Morning,one,Evening,Bangalore,Economy,7.17,32,6919
16419,GO_FIRST,G8-231,Delhi,Afternoon,one,Night,Bangalore,Economy,8.17,32,6919
16420,GO_FIRST,G8-286,Delhi,Morning,one,Afternoon,Bangalore,Economy,4.33,32,6951
16421,Air_India,AI-885,Delhi,Morning,one,Night,Bangalore,Economy,11.58,32,7478
16422,Vistara,UK-859,Delhi,Morning,one,Evening,Bangalore,Economy,9.08,32,7898
16423,Vistara,UK-829,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12.0,32,7898
16424,Vistara,UK-859,Delhi,Morning,one,Morning,Bangalore,Economy,22.42,32,7898
16425,SpiceJet,SG-3002,Delhi,Early_Morning,one,Night,Bangalore,Economy,15.0,32,8081
16426,SpiceJet,SG-8946,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,32,9788
16427,SpiceJet,SG-8941,Delhi,Afternoon,one,Morning,Bangalore,Economy,20.25,32,9867
16428,Vistara,UK-899,Delhi,Afternoon,one,Evening,Bangalore,Economy,4.75,33,3357
16429,Vistara,UK-859,Delhi,Morning,one,Evening,Bangalore,Economy,9.08,33,3357
16430,Vistara,UK-829,Delhi,Early_Morning,one,Evening,Bangalore,Economy,12.0,33,3357
16431,Vistara,UK-871,Delhi,Night,one,Morning,Bangalore,Economy,12.25,33,3357
